pairs,scores_lh_prev,coref_label,scores_r1_k1,scores_r0_k1,scores_r1_k0,scores_paired,scores_gpt,scores_llama
"('66d30db65488c2b02e5882d7e762b5c3.b8.11', '66d30db65488c2b02e5882d7e762b5c3.b6.19')",1,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.b8.11', '66d30db65488c2b02e5882d7e762b5c3.b6.3')",1,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.b8.31', '0392b3b12110fec786b38335ffb6c713.b1.7')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.b8.31', '0392b3b12110fec786b38335ffb6c713.b2.19')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.b8.31', '0392b3b12110fec786b38335ffb6c713.b2.25')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.b8.31', '0392b3b12110fec786b38335ffb6c713.t1.5')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.b8.31', '66d30db65488c2b02e5882d7e762b5c3.b6.19')",1,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.b8.31', '66d30db65488c2b02e5882d7e762b5c3.b8.11')",1,1,1,1,1,1,1,1
"('66d30db65488c2b02e5882d7e762b5c3.b8.36', '0392b3b12110fec786b38335ffb6c713.b1.7')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.b8.36', '0392b3b12110fec786b38335ffb6c713.b2.19')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.b8.36', '0392b3b12110fec786b38335ffb6c713.b2.25')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.b8.36', '0392b3b12110fec786b38335ffb6c713.t1.5')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.b8.36', '66d30db65488c2b02e5882d7e762b5c3.b6.19')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.b8.36', '66d30db65488c2b02e5882d7e762b5c3.b8.11')",1,1,1,1,1,1,1,1
"('66d30db65488c2b02e5882d7e762b5c3.b8.36', '66d30db65488c2b02e5882d7e762b5c3.b8.31')",1,1,1,1,1,1,1,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.14', '0392b3b12110fec786b38335ffb6c713.b1.7')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.14', '0392b3b12110fec786b38335ffb6c713.b2.19')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.14', '0392b3b12110fec786b38335ffb6c713.b2.25')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.14', '0392b3b12110fec786b38335ffb6c713.b3.2')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.14', '0392b3b12110fec786b38335ffb6c713.b4.11')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.14', '0392b3b12110fec786b38335ffb6c713.b4.9')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.14', '0392b3b12110fec786b38335ffb6c713.b5.3')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.14', '0392b3b12110fec786b38335ffb6c713.b6.2')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.14', '0392b3b12110fec786b38335ffb6c713.b6.4')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.14', '0392b3b12110fec786b38335ffb6c713.b7.6')",0,1,1,1,1,1,1,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.14', '0392b3b12110fec786b38335ffb6c713.b7.8')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.14', '0392b3b12110fec786b38335ffb6c713.b8.10')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.14', '0392b3b12110fec786b38335ffb6c713.b8.12')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.14', '0392b3b12110fec786b38335ffb6c713.t1.5')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.14', '66d30db65488c2b02e5882d7e762b5c3.b1.22')",1,1,1,1,1,1,1,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.14', '66d30db65488c2b02e5882d7e762b5c3.b1.25')",0,1,1,1,1,1,1,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.14', '66d30db65488c2b02e5882d7e762b5c3.b6.19')",0,1,1,1,1,1,1,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.14', '66d30db65488c2b02e5882d7e762b5c3.b6.3')",0,1,1,1,1,1,1,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.4', '0392b3b12110fec786b38335ffb6c713.b9.12')",0,1,1,1,0,1,1,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.4', '66d30db65488c2b02e5882d7e762b5c3.b1.9')",1,1,1,0,1,1,1,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.9', '0392b3b12110fec786b38335ffb6c713.b1.7')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.9', '0392b3b12110fec786b38335ffb6c713.b2.19')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.9', '0392b3b12110fec786b38335ffb6c713.b2.25')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.9', '0392b3b12110fec786b38335ffb6c713.b4.11')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.9', '0392b3b12110fec786b38335ffb6c713.b4.9')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.9', '0392b3b12110fec786b38335ffb6c713.b5.3')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.9', '0392b3b12110fec786b38335ffb6c713.b6.4')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.9', '0392b3b12110fec786b38335ffb6c713.b7.6')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.9', '0392b3b12110fec786b38335ffb6c713.b7.8')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.9', '0392b3b12110fec786b38335ffb6c713.b8.10')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.9', '0392b3b12110fec786b38335ffb6c713.b8.12')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.9', '0392b3b12110fec786b38335ffb6c713.t1.5')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.9', '66d30db65488c2b02e5882d7e762b5c3.b1.22')",0,1,1,1,1,1,1,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.9', '66d30db65488c2b02e5882d7e762b5c3.b1.25')",1,1,1,1,1,1,1,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.9', '66d30db65488c2b02e5882d7e762b5c3.b6.19')",0,1,1,1,1,1,0,1
"('66d30db65488c2b02e5882d7e762b5c3.t1.9', '66d30db65488c2b02e5882d7e762b5c3.b6.3')",0,1,1,1,1,1,1,0
"('66d30db65488c2b02e5882d7e762b5c3.t1.9', '66d30db65488c2b02e5882d7e762b5c3.t1.14')",0,1,1,1,1,1,1,1
"('08aff8ef3b50b131c5b642353d139cdc.b16.6', '08aff8ef3b50b131c5b642353d139cdc.b1.7')",0,1,1,1,1,1,1,1
"('08aff8ef3b50b131c5b642353d139cdc.b2.13', '08aff8ef3b50b131c5b642353d139cdc.b1.7')",1,1,1,1,1,1,0,1
"('08aff8ef3b50b131c5b642353d139cdc.b2.13', '08aff8ef3b50b131c5b642353d139cdc.b16.6')",0,1,1,1,1,1,0,1
"('08aff8ef3b50b131c5b642353d139cdc.b3.16', '08aff8ef3b50b131c5b642353d139cdc.b1.5')",1,1,1,1,1,1,0,1
"('08aff8ef3b50b131c5b642353d139cdc.b4.3', '08aff8ef3b50b131c5b642353d139cdc.b3.49')",0,1,1,1,1,1,1,1
"('08aff8ef3b50b131c5b642353d139cdc.b6.6', '08aff8ef3b50b131c5b642353d139cdc.b1.7')",1,1,1,1,1,1,0,1
"('08aff8ef3b50b131c5b642353d139cdc.b6.6', '08aff8ef3b50b131c5b642353d139cdc.b2.13')",1,1,1,1,1,1,0,1
"('08aff8ef3b50b131c5b642353d139cdc.b6.9', '08aff8ef3b50b131c5b642353d139cdc.b1.7')",0,1,1,1,1,1,0,1
"('08aff8ef3b50b131c5b642353d139cdc.b6.9', '08aff8ef3b50b131c5b642353d139cdc.b2.13')",0,1,1,1,1,1,0,1
"('08aff8ef3b50b131c5b642353d139cdc.b9.10', '08aff8ef3b50b131c5b642353d139cdc.b1.5')",1,1,1,1,1,1,0,1
"('08aff8ef3b50b131c5b642353d139cdc.b9.10', '08aff8ef3b50b131c5b642353d139cdc.b3.16')",1,1,1,1,1,1,0,1
"('08aff8ef3b50b131c5b642353d139cdc.b9.24', '08aff8ef3b50b131c5b642353d139cdc.b1.18')",1,1,1,1,1,1,1,0
"('08aff8ef3b50b131c5b642353d139cdc.t1.4', '08aff8ef3b50b131c5b642353d139cdc.b3.49')",1,1,1,1,1,1,1,1
"('08aff8ef3b50b131c5b642353d139cdc.t1.4', '08aff8ef3b50b131c5b642353d139cdc.b4.3')",1,1,1,1,1,1,1,0
"('6569c6e4f286684ac1f45b961e2cdbd9.b2.5', '08aff8ef3b50b131c5b642353d139cdc.b3.49')",0,1,1,1,1,1,1,1
"('6569c6e4f286684ac1f45b961e2cdbd9.b2.5', '08aff8ef3b50b131c5b642353d139cdc.b4.3')",1,1,1,1,1,1,0,1
"('6569c6e4f286684ac1f45b961e2cdbd9.b2.5', '08aff8ef3b50b131c5b642353d139cdc.t1.4')",1,1,1,1,1,1,1,1
"('6569c6e4f286684ac1f45b961e2cdbd9.b2.6', '08aff8ef3b50b131c5b642353d139cdc.b1.7')",1,1,1,1,1,1,1,1
"('6569c6e4f286684ac1f45b961e2cdbd9.b2.6', '08aff8ef3b50b131c5b642353d139cdc.b16.6')",1,1,1,1,1,1,0,1
"('6569c6e4f286684ac1f45b961e2cdbd9.b2.6', '08aff8ef3b50b131c5b642353d139cdc.b2.13')",1,1,1,1,1,1,0,1
"('6569c6e4f286684ac1f45b961e2cdbd9.b2.6', '08aff8ef3b50b131c5b642353d139cdc.b6.6')",1,1,1,1,1,1,0,1
"('6569c6e4f286684ac1f45b961e2cdbd9.b2.6', '08aff8ef3b50b131c5b642353d139cdc.b6.9')",1,1,1,1,1,1,0,1
"('6569c6e4f286684ac1f45b961e2cdbd9.b3.18', '08aff8ef3b50b131c5b642353d139cdc.b1.5')",1,1,1,1,1,1,1,1
"('6569c6e4f286684ac1f45b961e2cdbd9.b3.18', '08aff8ef3b50b131c5b642353d139cdc.b3.16')",1,1,1,1,1,1,0,0
"('6569c6e4f286684ac1f45b961e2cdbd9.b3.18', '08aff8ef3b50b131c5b642353d139cdc.b9.10')",1,1,1,1,1,1,1,1
"('6569c6e4f286684ac1f45b961e2cdbd9.b5.12', '08aff8ef3b50b131c5b642353d139cdc.b3.49')",0,1,1,1,1,1,1,1
"('6569c6e4f286684ac1f45b961e2cdbd9.b5.12', '08aff8ef3b50b131c5b642353d139cdc.b4.3')",1,1,1,1,1,1,1,1
"('6569c6e4f286684ac1f45b961e2cdbd9.b5.12', '08aff8ef3b50b131c5b642353d139cdc.t1.4')",1,1,1,1,1,1,0,1
"('6569c6e4f286684ac1f45b961e2cdbd9.b5.25', '08aff8ef3b50b131c5b642353d139cdc.b4.17')",1,1,1,1,1,1,1,1
"('6569c6e4f286684ac1f45b961e2cdbd9.b6.2', '08aff8ef3b50b131c5b642353d139cdc.b3.49')",1,1,1,1,1,1,1,1
"('6569c6e4f286684ac1f45b961e2cdbd9.b6.2', '08aff8ef3b50b131c5b642353d139cdc.b4.3')",1,1,1,1,1,1,0,1
"('6569c6e4f286684ac1f45b961e2cdbd9.b6.2', '08aff8ef3b50b131c5b642353d139cdc.t1.4')",0,1,1,1,1,1,1,1
"('6569c6e4f286684ac1f45b961e2cdbd9.b6.2', '6569c6e4f286684ac1f45b961e2cdbd9.b2.5')",0,1,1,1,1,1,0,1
"('6569c6e4f286684ac1f45b961e2cdbd9.b6.2', '6569c6e4f286684ac1f45b961e2cdbd9.b5.12')",1,1,1,1,1,1,0,1
"('6569c6e4f286684ac1f45b961e2cdbd9.b6.41', '08aff8ef3b50b131c5b642353d139cdc.b5.21')",1,1,1,1,1,1,1,1
"('6569c6e4f286684ac1f45b961e2cdbd9.b7.8', '08aff8ef3b50b131c5b642353d139cdc.b2.13')",1,1,1,1,1,1,1,1
"('6569c6e4f286684ac1f45b961e2cdbd9.t1.4', '08aff8ef3b50b131c5b642353d139cdc.b1.5')",1,1,1,1,1,1,0,1
"('6569c6e4f286684ac1f45b961e2cdbd9.t1.4', '08aff8ef3b50b131c5b642353d139cdc.b3.16')",1,1,1,1,1,1,1,1
"('6569c6e4f286684ac1f45b961e2cdbd9.t1.4', '6569c6e4f286684ac1f45b961e2cdbd9.b3.18')",1,1,1,1,1,1,0,1
"('6569c6e4f286684ac1f45b961e2cdbd9.t1.6', '08aff8ef3b50b131c5b642353d139cdc.b1.7')",1,1,1,1,1,1,1,1
"('6569c6e4f286684ac1f45b961e2cdbd9.t1.6', '08aff8ef3b50b131c5b642353d139cdc.b16.6')",0,1,1,1,1,1,0,1
"('6569c6e4f286684ac1f45b961e2cdbd9.t1.6', '08aff8ef3b50b131c5b642353d139cdc.b2.13')",1,1,1,1,1,1,0,1
"('6569c6e4f286684ac1f45b961e2cdbd9.t1.6', '08aff8ef3b50b131c5b642353d139cdc.b6.6')",1,1,1,1,1,1,1,1
"('6569c6e4f286684ac1f45b961e2cdbd9.t1.6', '08aff8ef3b50b131c5b642353d139cdc.b6.9')",1,1,1,1,1,1,0,1
"('6569c6e4f286684ac1f45b961e2cdbd9.t1.6', '6569c6e4f286684ac1f45b961e2cdbd9.b2.6')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b1.11', '08aff8ef3b50b131c5b642353d139cdc.b1.7')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b1.11', '08aff8ef3b50b131c5b642353d139cdc.b16.6')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b1.11', '08aff8ef3b50b131c5b642353d139cdc.b2.13')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b1.11', '08aff8ef3b50b131c5b642353d139cdc.b6.6')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b1.11', '08aff8ef3b50b131c5b642353d139cdc.b6.9')",1,1,1,1,1,1,0,0
"('82b7f544ffdf3c6a82200ab3791358e3.b1.11', '6569c6e4f286684ac1f45b961e2cdbd9.b2.6')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b1.11', '6569c6e4f286684ac1f45b961e2cdbd9.t1.6')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b1.9', '08aff8ef3b50b131c5b642353d139cdc.b1.5')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b1.9', '08aff8ef3b50b131c5b642353d139cdc.b3.16')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b1.9', '6569c6e4f286684ac1f45b961e2cdbd9.b3.18')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b1.9', '6569c6e4f286684ac1f45b961e2cdbd9.t1.4')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b10.11', '08aff8ef3b50b131c5b642353d139cdc.b1.7')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b10.11', '08aff8ef3b50b131c5b642353d139cdc.b2.13')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b10.11', '6569c6e4f286684ac1f45b961e2cdbd9.b2.6')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b10.11', '6569c6e4f286684ac1f45b961e2cdbd9.t1.6')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b10.11', '82b7f544ffdf3c6a82200ab3791358e3.b1.11')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b10.5', '08aff8ef3b50b131c5b642353d139cdc.b1.5')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b10.5', '08aff8ef3b50b131c5b642353d139cdc.b3.16')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b10.5', '6569c6e4f286684ac1f45b961e2cdbd9.t1.4')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b10.5', '82b7f544ffdf3c6a82200ab3791358e3.b1.9')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b11.15', '08aff8ef3b50b131c5b642353d139cdc.b1.5')",0,1,1,1,1,1,0,0
"('82b7f544ffdf3c6a82200ab3791358e3.b11.15', '08aff8ef3b50b131c5b642353d139cdc.b3.16')",0,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b11.15', '08aff8ef3b50b131c5b642353d139cdc.b9.10')",0,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b11.15', '6569c6e4f286684ac1f45b961e2cdbd9.b3.18')",0,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b11.15', '6569c6e4f286684ac1f45b961e2cdbd9.t1.4')",0,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b11.15', '82b7f544ffdf3c6a82200ab3791358e3.b1.9')",0,1,1,1,1,1,1,0
"('82b7f544ffdf3c6a82200ab3791358e3.b11.15', '82b7f544ffdf3c6a82200ab3791358e3.b10.5')",0,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b11.18', '08aff8ef3b50b131c5b642353d139cdc.b1.7')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b11.18', '08aff8ef3b50b131c5b642353d139cdc.b2.13')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b11.18', '08aff8ef3b50b131c5b642353d139cdc.b6.6')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b11.18', '08aff8ef3b50b131c5b642353d139cdc.b6.9')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b11.18', '6569c6e4f286684ac1f45b961e2cdbd9.b2.6')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b11.18', '6569c6e4f286684ac1f45b961e2cdbd9.t1.6')",0,1,1,1,1,1,0,0
"('82b7f544ffdf3c6a82200ab3791358e3.b11.18', '82b7f544ffdf3c6a82200ab3791358e3.b1.11')",1,1,1,1,1,1,1,0
"('82b7f544ffdf3c6a82200ab3791358e3.b11.18', '82b7f544ffdf3c6a82200ab3791358e3.b10.11')",1,1,1,1,1,1,1,0
"('82b7f544ffdf3c6a82200ab3791358e3.b12.16', '08aff8ef3b50b131c5b642353d139cdc.b1.5')",1,1,1,1,1,1,0,0
"('82b7f544ffdf3c6a82200ab3791358e3.b12.16', '08aff8ef3b50b131c5b642353d139cdc.b3.16')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b12.16', '08aff8ef3b50b131c5b642353d139cdc.b9.10')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b12.16', '6569c6e4f286684ac1f45b961e2cdbd9.b3.18')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b12.16', '6569c6e4f286684ac1f45b961e2cdbd9.t1.4')",1,1,1,1,1,1,1,0
"('82b7f544ffdf3c6a82200ab3791358e3.b12.16', '82b7f544ffdf3c6a82200ab3791358e3.b1.9')",1,1,1,1,1,1,1,0
"('82b7f544ffdf3c6a82200ab3791358e3.b12.16', '82b7f544ffdf3c6a82200ab3791358e3.b10.5')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b12.16', '82b7f544ffdf3c6a82200ab3791358e3.b11.15')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b15.15', '08aff8ef3b50b131c5b642353d139cdc.b3.49')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b15.15', '08aff8ef3b50b131c5b642353d139cdc.b4.3')",0,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b15.15', '08aff8ef3b50b131c5b642353d139cdc.t1.4')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b16.8', '08aff8ef3b50b131c5b642353d139cdc.b3.49')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b16.8', '08aff8ef3b50b131c5b642353d139cdc.b4.3')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b16.8', '08aff8ef3b50b131c5b642353d139cdc.t1.4')",1,1,1,1,1,1,0,0
"('82b7f544ffdf3c6a82200ab3791358e3.b16.8', '6569c6e4f286684ac1f45b961e2cdbd9.b5.12')",1,1,1,1,1,1,0,0
"('82b7f544ffdf3c6a82200ab3791358e3.b16.8', '6569c6e4f286684ac1f45b961e2cdbd9.b6.2')",1,1,1,1,1,1,0,0
"('82b7f544ffdf3c6a82200ab3791358e3.b16.8', '82b7f544ffdf3c6a82200ab3791358e3.b15.15')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b19.7', '82b7f544ffdf3c6a82200ab3791358e3.b10.11')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b19.7', '82b7f544ffdf3c6a82200ab3791358e3.b11.18')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b2.5', '08aff8ef3b50b131c5b642353d139cdc.b3.49')",1,1,1,1,1,1,1,0
"('82b7f544ffdf3c6a82200ab3791358e3.b2.5', '08aff8ef3b50b131c5b642353d139cdc.b4.3')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b2.5', '08aff8ef3b50b131c5b642353d139cdc.t1.4')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b2.5', '6569c6e4f286684ac1f45b961e2cdbd9.b2.5')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b2.5', '6569c6e4f286684ac1f45b961e2cdbd9.b6.2')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b2.5', '82b7f544ffdf3c6a82200ab3791358e3.b15.15')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b2.5', '82b7f544ffdf3c6a82200ab3791358e3.b16.8')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b20.24', '08aff8ef3b50b131c5b642353d139cdc.b3.49')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b20.24', '08aff8ef3b50b131c5b642353d139cdc.b4.3')",0,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b20.24', '08aff8ef3b50b131c5b642353d139cdc.t1.4')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b20.24', '82b7f544ffdf3c6a82200ab3791358e3.b16.8')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b4.7', '08aff8ef3b50b131c5b642353d139cdc.b3.49')",0,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b4.7', '08aff8ef3b50b131c5b642353d139cdc.b4.3')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b4.7', '08aff8ef3b50b131c5b642353d139cdc.t1.4')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b4.7', '6569c6e4f286684ac1f45b961e2cdbd9.b2.5')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b4.7', '6569c6e4f286684ac1f45b961e2cdbd9.b6.2')",0,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b4.7', '82b7f544ffdf3c6a82200ab3791358e3.b15.15')",0,1,1,1,1,1,1,0
"('82b7f544ffdf3c6a82200ab3791358e3.b4.7', '82b7f544ffdf3c6a82200ab3791358e3.b2.5')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b4.8', '08aff8ef3b50b131c5b642353d139cdc.b1.7')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b4.8', '08aff8ef3b50b131c5b642353d139cdc.b2.13')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b4.8', '08aff8ef3b50b131c5b642353d139cdc.b6.6')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b4.8', '08aff8ef3b50b131c5b642353d139cdc.b6.9')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b4.8', '6569c6e4f286684ac1f45b961e2cdbd9.b2.6')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b4.8', '6569c6e4f286684ac1f45b961e2cdbd9.b7.8')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b4.8', '6569c6e4f286684ac1f45b961e2cdbd9.t1.6')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b4.8', '82b7f544ffdf3c6a82200ab3791358e3.b1.11')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b4.8', '82b7f544ffdf3c6a82200ab3791358e3.b10.11')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b4.8', '82b7f544ffdf3c6a82200ab3791358e3.b19.7')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b5.10', '08aff8ef3b50b131c5b642353d139cdc.b1.7')",0,1,1,1,1,1,0,0
"('82b7f544ffdf3c6a82200ab3791358e3.b5.10', '08aff8ef3b50b131c5b642353d139cdc.b16.6')",0,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b5.10', '08aff8ef3b50b131c5b642353d139cdc.b2.13')",0,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b5.10', '6569c6e4f286684ac1f45b961e2cdbd9.b7.8')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b5.10', '82b7f544ffdf3c6a82200ab3791358e3.b1.11')",1,1,1,1,1,1,0,1
"('82b7f544ffdf3c6a82200ab3791358e3.b5.10', '82b7f544ffdf3c6a82200ab3791358e3.b4.8')",1,1,1,1,1,1,1,1
"('82b7f544ffdf3c6a82200ab3791358e3.b5.7', '08aff8ef3b50b131c5b642353d139cdc.b1.7')",1,1,1,1,1,1,0,1
